"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"02/24/1980","109","CO","","06-037-8001","AQS"
"02/25/1980","110","NO2","Burbank","06-037-1002","AQS"
"02/26/1980","108","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"02/27/1980","116","CO","Burbank","06-037-1002","AQS"
"02/28/1980","108","NO2","Burbank","06-037-1002","AQS"
"02/29/1980","106","NO2","Burbank","06-037-1002","AQS"
"03/01/1980","110","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"03/02/1980","79","NO2","Burbank","06-037-1002","AQS"
"03/03/1980","68","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"03/04/1980","101","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"03/05/1980","108","NO2","","06-037-1004","AQS"
"03/06/1980","79","NO2","Reseda","06-037-1201","AQS"
"03/07/1980","89","NO2","Reseda","06-037-1201","AQS"
"03/08/1980","105","NO2","Long Beach (North)","06-037-4002","AQS"
"03/09/1980","105","NO2","Burbank","06-037-1002","AQS"
"03/10/1980","106","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"03/11/1980","89","NO2","Reseda","06-037-1201","AQS"
"03/12/1980","100","NO2","Reseda","06-037-1201","AQS"
"03/13/1980","150","Ozone","","06-037-1004","AQS"
"03/14/1980","154","Ozone","","06-037-1004","AQS"
"03/15/1980","156","Ozone","","06-037-1004","AQS"
"03/16/1980","143","Ozone","Azusa","06-037-0002","AQS"
"03/17/1980","108","NO2","Lynwood","06-037-1301","AQS"
"03/18/1980","89","NO2","Lynwood","06-037-1301","AQS"
"03/19/1980","123","CO","","06-037-8001","AQS"
"03/20/1980","143","Ozone","","06-037-1004","AQS"
"03/21/1980","94","CO","","06-037-8001","AQS"
"03/22/1980","100","NO2","Burbank","06-037-1002","AQS"
"03/23/1980","93","Ozone","Azusa","06-037-0002","AQS"
"03/24/1980","100","NO2","Burbank","06-037-1002","AQS"
"03/25/1980","95","CO","","06-037-8001","AQS"
"03/26/1980","109","CO","","06-037-8001","AQS"
"03/27/1980","105","NO2","Reseda","06-037-1201","AQS"
"03/28/1980","151","Ozone","Azusa","06-037-0002","AQS"
"03/29/1980","156","Ozone","","06-037-1004","AQS"
"03/30/1980","156","Ozone","","06-037-1004","AQS"
"03/31/1980","89","NO2","","06-037-1601","AQS"
"04/01/1980","57","NO2","Burbank","06-037-1002","AQS"
"04/02/1980","100","NO2","","06-037-1004","AQS"
"04/03/1980","105","Ozone","","06-037-1004","AQS"
"04/04/1980","156","Ozone","Pomona","06-037-1701","AQS"
"04/05/1980","85","CO","Burbank","06-037-1002","AQS"
"04/06/1980","77","Ozone","","06-037-1004","AQS"
"04/07/1980","166","Ozone","","06-037-1104","AQS"
"04/08/1980","136","Ozone","Azusa","06-037-0002","AQS"
"04/09/1980","140","Ozone","Azusa","06-037-0002","AQS"
"04/10/1980","205","Ozone","","06-037-1004","AQS"
"04/11/1980","157","Ozone","","06-037-1004","AQS"
"04/12/1980","143","Ozone","Azusa","06-037-0002","AQS"
"04/13/1980","169","Ozone","","06-037-1104","AQS"
"04/14/1980","207","Ozone","","06-037-1004","AQS"
"04/15/1980","237","Ozone","","06-037-1004","AQS"
"04/16/1980","269","Ozone","","06-037-1601","AQS"
"04/17/1980","289","Ozone","","06-037-1004","AQS"
"04/18/1980","275","Ozone","Azusa","06-037-0002","AQS"
"04/19/1980","297","Ozone","","06-037-1004","AQS"
"04/20/1980","150","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"04/21/1980","57","NO2","Reseda","06-037-1201","AQS"
"04/22/1980","68","NO2","Reseda","06-037-1201","AQS"
"04/23/1980","89","NO2","Lynwood","06-037-1301","AQS"
"04/24/1980","103","NO2","Los Angeles-North Main Street","06-037-1103","AQS"
"04/25/1980","177","Ozone","","06-037-1401","AQS"
"04/26/1980","205","Ozone","Azusa","06-037-0002","AQS"
"04/27/1980","126","Ozone","Azusa","06-037-0002","AQS"
"04/28/1980","82","CO","","06-037-8001","AQS"
"04/29/1980","89","NO2","Los Angeles-North Main Street","06-037-1103","AQS"
"04/30/1980","57","NO2","Burbank","06-037-1002","AQS"
"05/01/1980","89","NO2","Burbank","06-037-1002","AQS"
"05/02/1980","108","Ozone","","06-037-1004","AQS"
"05/03/1980","205","Ozone","Azusa","06-037-0002","AQS"
"05/04/1980","200","Ozone","Pomona","06-037-1701","AQS"
"05/05/1980","177","Ozone","Azusa","06-037-0002","AQS"
"05/06/1980","221","Ozone","","06-037-1401","AQS"
"05/07/1980","93","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"05/08/1980","105","NO2","","06-037-1004","AQS"
"05/09/1980","100","NO2","","06-037-1004","AQS"
"05/10/1980","57","NO2","Burbank","06-037-1002","AQS"
"05/11/1980","61","Ozone","Reseda","06-037-1201","AQS"
"05/12/1980","74","Ozone","Reseda","06-037-1201","AQS"
"05/13/1980","84","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"05/14/1980","68","NO2","Burbank","06-037-1002","AQS"
"05/15/1980","122","Ozone","Reseda","06-037-1201","AQS"
"05/16/1980","221","Ozone","Azusa","06-037-0002","AQS"
"05/17/1980","281","Ozone","","06-037-1401","AQS"
"05/18/1980","268","Ozone","Azusa","06-037-0002","AQS"
"05/19/1980","295","Ozone","Reseda","06-037-1201","AQS"
"05/20/1980","190","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"05/21/1980","79","NO2","Burbank","06-037-1002","AQS"
"05/22/1980","79","NO2","Burbank","06-037-1002","AQS"
"05/23/1980","57","NO2","Burbank","06-037-1002","AQS"
"05/24/1980","93","Ozone","Reseda","06-037-1201","AQS"
"05/25/1980","84","Ozone","Reseda","06-037-1201","AQS"
"05/26/1980","140","Ozone","Reseda","06-037-1201","AQS"
"05/27/1980","67","Ozone","Reseda","06-037-1201","AQS"
"05/28/1980","79","NO2","Burbank","06-037-1002","AQS"
"05/29/1980","161","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"05/30/1980","100","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"05/31/1980","68","NO2","Burbank","06-037-1002","AQS"
"06/01/1980","119","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"06/02/1980","89","NO2","Azusa","06-037-0002","AQS"
"06/03/1980","105","Ozone","Reseda","06-037-1201","AQS"
"06/04/1980","190","Ozone","","06-037-1004","AQS"
"06/05/1980","136","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"06/06/1980","150","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"06/07/1980","229","Ozone","","06-037-1401","AQS"
"06/08/1980","244","Ozone","","06-037-1004","AQS"
"06/09/1980","253","Ozone","","06-037-1004","AQS"
"06/10/1980","219","Ozone","","06-037-1401","AQS"
"06/11/1980","239","Ozone","","06-037-1004","AQS"
"06/12/1980","190","Ozone","","06-037-1004","AQS"
"06/13/1980","182","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"06/14/1980","216","Ozone","Pomona","06-037-1701","AQS"
"06/15/1980","285","Ozone","Burbank","06-037-1002","AQS"
"06/16/1980","254","Ozone","Reseda","06-037-1201","AQS"
"06/17/1980","245","Ozone","","06-037-1401","AQS"
"06/18/1980","233","Ozone","Azusa","06-037-0002","AQS"
"06/19/1980","271","Ozone","Azusa","06-037-0002","AQS"
"06/20/1980","244","Ozone","","06-037-1004","AQS"
"06/21/1980","275","Ozone","Azusa","06-037-0002","AQS"
"06/22/1980","263","Ozone","Burbank","06-037-1002","AQS"
"06/23/1980","229","Ozone","Azusa","06-037-0002","AQS"
"06/24/1980","214","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"06/25/1980","258","Ozone","Azusa","06-037-0002","AQS"
"06/26/1980","282","Ozone","Azusa","06-037-0002","AQS"
"06/27/1980","281","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"06/28/1980","213","Ozone","","06-037-1401","AQS"
"06/29/1980","256","Ozone","Azusa","06-037-0002","AQS"
"06/30/1980","229","Ozone","","06-037-1401","AQS"
"07/01/1980","133","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"07/02/1980","115","Ozone","","06-037-1401","AQS"
"07/03/1980","187","Ozone","Azusa","06-037-0002","AQS"
"07/04/1980","259","Ozone","Azusa","06-037-0002","AQS"
"07/05/1980","269","Ozone","Azusa","06-037-0002","AQS"
"07/06/1980","240","Ozone","Azusa","06-037-0002","AQS"
"07/07/1980","237","Ozone","","06-037-1004","AQS"
"07/08/1980","208","Ozone","Azusa","06-037-0002","AQS"
"07/09/1980","213","Ozone","Pomona","06-037-1701","AQS"
"07/10/1980","234","Ozone","Azusa","06-037-0002","AQS"
"07/11/1980","281","Ozone","","06-037-1004","AQS"
"07/12/1980","224","Ozone","","06-037-1004","AQS"
"07/13/1980","190","Ozone","Burbank","06-037-1002","AQS"
"07/14/1980","221","Ozone","Pomona","06-037-1701","AQS"
"07/15/1980","226","Ozone","Azusa","06-037-0002","AQS"
"07/16/1980","242","Ozone","","06-037-1004","AQS"
"07/17/1980","296","Ozone","","06-037-1401","AQS"
"07/18/1980","272","Ozone","","06-037-1401","AQS"
"07/19/1980","281","Ozone","","06-037-1401","AQS"
"07/20/1980","261","Ozone","Azusa","06-037-0002","AQS"
"07/21/1980","264","Ozone","Azusa","06-037-0002","AQS"
"07/22/1980","282","Ozone","Azusa","06-037-0002","AQS"
"07/23/1980","295","Ozone","Azusa","06-037-0002","AQS"
"07/24/1980","291","Ozone","","06-037-1401","AQS"
"07/25/1980","292","Ozone","","06-037-1004","AQS"
"07/26/1980","300","Ozone","Pomona","06-037-1701","AQS"
"07/27/1980","271","Ozone","Pomona","06-037-1701","AQS"
"07/28/1980","279","Ozone","Azusa","06-037-0002","AQS"
"07/29/1980","289","Ozone","","06-037-1601","AQS"
"07/30/1980","256","Ozone","Azusa","06-037-0002","AQS"
"07/31/1980","245","Ozone","Azusa","06-037-0002","AQS"
"08/01/1980","291","Ozone","","06-037-1401","AQS"
"08/02/1980","260","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"08/03/1980","222","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"08/04/1980","216","Ozone","","06-037-1401","AQS"
"08/05/1980","213","Ozone","","06-037-1004","AQS"
"08/06/1980","228","Ozone","Azusa","06-037-0002","AQS"
"08/07/1980","272","Ozone","Azusa","06-037-0002","AQS"
"08/08/1980","298","Ozone","","06-037-1004","AQS"
"08/09/1980","291","Ozone","Azusa","06-037-0002","AQS"
"08/10/1980","271","Ozone","","06-037-1601","AQS"
"08/11/1980","275","Ozone","","06-037-1601","AQS"
"08/12/1980","282","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"08/13/1980","233","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"08/14/1980","205","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"08/15/1980","192","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"08/16/1980","221","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"08/17/1980","210","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"08/18/1980","151","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"08/19/1980","200","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"08/20/1980","207","Ozone","","06-037-1401","AQS"
"08/21/1980","259","Ozone","Glendora","06-037-0016","AQS"
"08/22/1980","205","Ozone","Glendora","06-037-0016","AQS"
"08/23/1980","205","Ozone","Glendora","06-037-0016","AQS"
"08/24/1980","205","Ozone","Glendora","06-037-0016","AQS"
"08/25/1980","174","Ozone","Glendora","06-037-0016","AQS"
"08/26/1980","214","Ozone","Glendora","06-037-0016","AQS"
"08/27/1980","210","Ozone","Glendora","06-037-0016","AQS"
"08/28/1980","234","Ozone","Glendora","06-037-0016","AQS"
"08/29/1980","232","Ozone","Glendora","06-037-0016","AQS"
"08/30/1980","229","Ozone","Glendora","06-037-0016","AQS"
"08/31/1980","207","Ozone","","06-037-1401","AQS"
"09/01/1980","232","Ozone","","06-037-1401","AQS"
"09/02/1980","249","Ozone","Glendora","06-037-0016","AQS"
"09/03/1980","280","Ozone","Azusa","06-037-0002","AQS"
"09/04/1980","275","Ozone","Azusa","06-037-0002","AQS"
"09/05/1980","258","Ozone","Glendora","06-037-0016","AQS"
"09/06/1980","258","Ozone","Glendora","06-037-0016","AQS"
"09/07/1980","79","NO2","Burbank","06-037-1002","AQS"
"09/08/1980","115","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"09/09/1980","156","Ozone","Glendora","06-037-0016","AQS"
"09/10/1980","200","Ozone","Glendora","06-037-0016","AQS"
"09/11/1980","279","Ozone","Glendora","06-037-0016","AQS"
"09/12/1980","287","Ozone","","06-037-1401","AQS"
"09/13/1980","151","Ozone","Glendora","06-037-0016","AQS"
"09/14/1980","101","Ozone","Glendora","06-037-0016","AQS"
"09/15/1980","208","Ozone","Glendora","06-037-0016","AQS"
"09/16/1980","263","Ozone","Glendora","06-037-0016","AQS"
"09/17/1980","278","Ozone","Azusa","06-037-0002","AQS"
"09/18/1980","161","Ozone","Glendora","06-037-0016","AQS"
"09/19/1980","105","Ozone","","06-037-1104","AQS"
"09/20/1980","207","Ozone","Glendora","06-037-0016","AQS"
"09/21/1980","205","Ozone","Glendora","06-037-0016","AQS"
"09/22/1980","223","Ozone","Glendora","06-037-0016","AQS"
"09/23/1980","232","Ozone","Glendora","06-037-0016","AQS"
"09/24/1980","300","Ozone","Glendora","06-037-0016","AQS"
"09/25/1980","286","Ozone","Pomona","06-037-1701","AQS"
"09/26/1980","254","Ozone","Reseda","06-037-1201","AQS"
"09/27/1980","280","Ozone","Glendora","06-037-0016","AQS"
"09/28/1980","274","Ozone","Glendora","06-037-0016","AQS"
"09/29/1980","298","Ozone","Glendora","06-037-0016","AQS"
"09/30/1980","386","Ozone","Glendora","06-037-0016","AQS"
"10/01/1980","306","Ozone","","06-037-1004","AQS"
"10/02/1980","336","Ozone","Glendora","06-037-0016","AQS"
"10/03/1980","289","Ozone","","06-037-1104","AQS"
"10/04/1980","277","Ozone","Burbank","06-037-1002","AQS"
"10/05/1980","275","Ozone","","06-037-1401","AQS"
"10/06/1980","262","Ozone","Pomona","06-037-1701","AQS"
"10/07/1980","300","Ozone","","06-037-1004","AQS"
"10/08/1980","298","Ozone","Reseda","06-037-1201","AQS"
"10/09/1980","295","Ozone","","06-037-1401","AQS"
"10/10/1980","277","Ozone","Azusa","06-037-0002","AQS"
"10/11/1980","297","Ozone","","06-037-1601","AQS"
"10/12/1980","226","Ozone","Azusa","06-037-0002","AQS"
"10/13/1980","119","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"10/14/1980","100","NO2","Long Beach (North)","06-037-4002","AQS"
"10/15/1980","68","NO2","","06-037-8001","AQS"
"10/16/1980","79","NO2","","06-037-8001","AQS"
"10/17/1980","106","NO2","","06-037-8001","AQS"
"10/18/1980","115","CO","","06-037-8001","AQS"
"10/19/1980","112","NO2","","06-037-8001","AQS"
"10/20/1980","120","CO","","06-037-8001","AQS"
"10/21/1980","156","Ozone","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"10/22/1980","164","Ozone","","06-037-1401","AQS"
"10/23/1980","221","Ozone","Glendora","06-037-0016","AQS"
"10/24/1980","234","CO","","06-037-8001","AQS"
"10/25/1980","156","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"10/26/1980","68","NO2","Burbank","06-037-1002","AQS"
"10/27/1980","110","NO2","","06-037-1004","AQS"
"10/28/1980","126","CO","","06-037-8001","AQS"
"10/29/1980","170","CO","","06-037-8001","AQS"
"10/30/1980","128","CO","","06-037-8001","AQS"
"10/31/1980","156","CO","Lynwood","06-037-1301","AQS"
"11/01/1980","218","CO","","06-037-8001","AQS"
"11/02/1980","181","CO","","06-037-8001","AQS"
"11/03/1980","253","Ozone","Glendora","06-037-0016","AQS"
"11/04/1980","234","Ozone","","06-037-1601","AQS"
"11/05/1980","145","Ozone","","06-037-1401","AQS"
"11/06/1980","192","Ozone","","06-037-1401","AQS"
"11/07/1980","207","Ozone","","06-037-1401","AQS"
"11/08/1980","232","Ozone","","06-037-1401","AQS"
"11/09/1980","235","Ozone","Azusa","06-037-0002","AQS"
"11/10/1980","201","Ozone","","06-037-1401","AQS"
"11/11/1980","100","NO2","Los Angeles-North Main Street","06-037-1103","AQS"
"11/12/1980","100","NO2","Los Angeles-North Main Street","06-037-1103","AQS"
"11/13/1980","110","NO2","Long Beach (North)","06-037-4002","AQS"
"11/14/1980","118","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"11/15/1980","143","CO","Lynwood","06-037-1301","AQS"
"11/16/1980","94","CO","Lynwood","06-037-1301","AQS"
"11/17/1980","142","CO","Burbank","06-037-1002","AQS"
"11/18/1980","161","CO","Lynwood","06-037-1301","AQS"
"11/19/1980","173","CO","Burbank","06-037-1002","AQS"
"11/20/1980","222","CO","Lynwood","06-037-1301","AQS"
"11/21/1980","232","CO","Lynwood","06-037-1301","AQS"
"11/22/1980","150","CO","Burbank","06-037-1002","AQS"
"11/23/1980","143","Ozone","Glendora","06-037-0016","AQS"
"11/24/1980","108","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"11/25/1980","205","CO","","06-037-8001","AQS"
"11/26/1980","223","CO","Lynwood","06-037-1301","AQS"
"11/27/1980","225","CO","Lynwood","06-037-1301","AQS"
"11/28/1980","224","CO","Lynwood","06-037-1301","AQS"
"11/29/1980","269","CO","Lynwood","06-037-1301","AQS"
"11/30/1980","208","CO","Reseda","06-037-1201","AQS"
"12/01/1980","106","NO2","Burbank","06-037-1002","AQS"
"12/02/1980","150","CO","","06-037-8001","AQS"
"12/03/1980","125","CO","Lynwood","06-037-1301","AQS"
"12/04/1980","65","CO","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"12/05/1980","82","CO","Lynwood","06-037-1301","AQS"
"12/06/1980","79","CO","Lynwood","06-037-1301","AQS"
"12/07/1980","90","CO","Lynwood","06-037-1301","AQS"
"12/08/1980","140","CO","Lynwood","06-037-1301","AQS"
"12/09/1980","153","CO","Lynwood","06-037-1301","AQS"
"12/10/1980","228","CO","Lynwood","06-037-1301","AQS"
"12/11/1980","240","CO","","06-037-8001","AQS"
"12/12/1980","250","CO","Burbank","06-037-1002","AQS"
"12/13/1980","263","CO","Burbank","06-037-1002","AQS"
"12/14/1980","228","CO","Reseda","06-037-1201","AQS"
"12/15/1980","233","CO","","06-037-8001","AQS"
"12/16/1980","245","CO","Burbank","06-037-1002","AQS"
"12/17/1980","248","CO","Burbank","06-037-1002","AQS"
"12/18/1980","136","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"12/19/1980","200","CO","Reseda","06-037-1201","AQS"
"12/20/1980","215","CO","Reseda","06-037-1201","AQS"
"12/21/1980","225","CO","Lynwood","06-037-1301","AQS"
"12/22/1980","185","CO","Burbank","06-037-1002","AQS"
"12/23/1980","236","CO","Lynwood","06-037-1301","AQS"
"12/24/1980","207","CO","Lynwood","06-037-1301","AQS"
"12/25/1980","231","CO","Lynwood","06-037-1301","AQS"
"12/26/1980","159","CO","Lynwood","06-037-1301","AQS"
"12/27/1980","204","CO","Lynwood","06-037-1301","AQS"
"12/28/1980","192","Ozone","Glendora","06-037-0016","AQS"
"12/29/1980","224","CO","Lynwood","06-037-1301","AQS"
"12/30/1980","208","CO","Lynwood","06-037-1301","AQS"
"12/31/1980","202","CO","Lynwood","06-037-1301","AQS"
"01/01/1981","274","CO","Lynwood","06-037-1301","AQS"
"01/02/1981","120","NO2","","06-037-1004","AQS"
"01/03/1981","110","NO2","","06-037-1004","AQS"
"01/04/1981","118","NO2","Burbank","06-037-1002","AQS"
"01/05/1981","223","CO","Lynwood","06-037-1301","AQS"
"01/06/1981","234","CO","Lynwood","06-037-1301","AQS"
"01/07/1981","198","CO","","06-037-8001","AQS"
"01/08/1981","142","CO","Burbank","06-037-1002","AQS"
"01/09/1981","208","CO","Burbank","06-037-1002","AQS"
"01/10/1981","230","CO","Reseda","06-037-1201","AQS"
"01/11/1981","108","CO","Burbank","06-037-1002","AQS"
"01/12/1981","111","CO","Lynwood","06-037-1301","AQS"
"01/13/1981","111","CO","Lynwood","06-037-1301","AQS"
"01/14/1981","125","CO","","06-037-8001","AQS"
"01/15/1981","140","CO","Lynwood","06-037-1301","AQS"
"01/16/1981","114","NO2","Burbank","06-037-1002","AQS"
"01/17/1981","151","CO","","06-037-8001","AQS"
"01/18/1981","140","CO","","06-037-8001","AQS"
"01/19/1981","125","NO2","","06-037-1004","AQS"
"01/20/1981","105","NO2","Burbank","06-037-1002","AQS"
"01/21/1981","222","CO","Reseda","06-037-1201","AQS"
"01/22/1981","230","CO","Reseda","06-037-1201","AQS"
"01/23/1981","79","NO2","Burbank","06-037-1002","AQS"
"01/24/1981","79","NO2","Pomona","06-037-1701","AQS"
"01/25/1981","103","NO2","","06-037-8001","AQS"
"01/26/1981","106","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"01/27/1981","99","CO","","06-037-8001","AQS"
"01/28/1981","68","NO2","Burbank","06-037-1002","AQS"
"01/29/1981","69","CO","Lynwood","06-037-1301","AQS"
"01/30/1981","100","NO2","Burbank","06-037-1002","AQS"
"01/31/1981","68","NO2","Burbank","06-037-1002","AQS"
"02/01/1981","103","NO2","Burbank","06-037-1002","AQS"
"02/02/1981","126","CO","Lynwood","06-037-1301","AQS"
"02/03/1981","131","CO","Lynwood","06-037-1301","AQS"
"02/04/1981","135","CO","Burbank","06-037-1002","AQS"
"02/05/1981","135","CO","","06-037-8001","AQS"
"02/06/1981","116","NO2","Los Angeles-North Main Street","06-037-1103","AQS"
"02/07/1981","156","Ozone","","06-037-1401","AQS"
"02/08/1981","108","NO2","Burbank","06-037-1002","AQS"
"02/09/1981","69","CO","","06-037-8001","AQS"
"02/10/1981","80","CO","Reseda","06-037-1201","AQS"
"02/11/1981","105","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"02/12/1981","114","NO2","Burbank","06-037-1002","AQS"
"02/13/1981","110","NO2","Burbank","06-037-1002","AQS"
"02/14/1981","170","CO","","06-037-8001","AQS"
"02/15/1981","114","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"02/16/1981","133","CO","","06-037-8001","AQS"
"02/17/1981","133","Ozone","","06-037-1004","AQS"
"02/18/1981","206","Ozone","","06-037-1601","AQS"
"02/19/1981","195","CO","","06-037-8001","AQS"
"02/20/1981","174","Ozone","","06-037-1004","AQS"
"02/21/1981","176","CO","","06-037-8001","AQS"
"02/22/1981","103","NO2","Burbank","06-037-1002","AQS"
"02/23/1981","126","CO","","06-037-8001","AQS"
"02/24/1981","100","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"02/25/1981","68","NO2","Lynwood","06-037-1301","AQS"
"02/26/1981","68","NO2","Burbank","06-037-1002","AQS"
"02/27/1981","103","NO2","","06-037-1601","AQS"
"02/28/1981","89","NO2","Burbank","06-037-1002","AQS"
"03/01/1981","65","CO","Lynwood","06-037-1301","AQS"
"03/02/1981","71","CO","Lynwood","06-037-1301","AQS"
"03/03/1981","108","NO2","Azusa","06-037-0002","AQS"
"03/04/1981","68","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"03/05/1981","56","CO","Burbank","06-037-1002","AQS"
"03/06/1981","89","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"03/07/1981","79","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"03/08/1981","79","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"03/09/1981","108","NO2","","06-037-8001","AQS"
"03/10/1981","114","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"03/11/1981","114","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
"03/12/1981","105","Ozone","Lancaster-N. Beech St.","06-037-7001","AQS"
"03/13/1981","57","NO2","Burbank","06-037-1002","AQS"
"03/14/1981","89","NO2","West Los Angeles-Robertson Blvd","06-037-1105","AQS"
